"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2020-11","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2020-12","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-01","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-02","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-03","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-04","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-05","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-06","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-07","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-08","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-09","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-10","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-11","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2021-12","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-01","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-02","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-03","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-04","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-05","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-06","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-07","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-08","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-09","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-10","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-11","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2022-12","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-01","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-02","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-03","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-04","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-05","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-06","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-07","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-08","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-09","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-10","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-11","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2023-12","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2024-01","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2024-02","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2024-03","Northwest Territories","2021A000261","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290294","14.2.1","","..","","","2"
"2015-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14553","A","","","0"
"2015-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14697","A","","","0"
"2015-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14747","A","","","0"
"2015-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14949","A","","","0"
"2015-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15034","A","","","0"
"2015-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15087","A","","","0"
"2015-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14356","A","","","0"
"2015-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14417","A","","","0"
"2015-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14697","A","","","0"
"2015-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14694","A","","","0"
"2015-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14690","A","","","0"
"2015-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14296","A","","","0"
"2016-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14577","A","","","0"
"2016-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14663","A","","","0"
"2016-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14756","A","","","0"
"2016-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14915","A","","","0"
"2016-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14970","A","","","0"
"2016-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14850","A","","","0"
"2016-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15072","A","","","0"
"2016-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15053","A","","","0"
"2016-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14604","A","","","0"
"2016-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14740","A","","","0"
"2016-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14780","A","","","0"
"2016-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","14941","A","","","0"
"2017-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15164","A","","","0"
"2017-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15276","A","","","0"
"2017-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15490","A","","","0"
"2017-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15580","A","","","0"
"2017-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15528","A","","","0"
"2017-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15478","A","","","0"
"2017-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","15413","A","","","0"
"2017-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16044","A","","","0"
"2017-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16382","A","","","0"
"2017-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16187","A","","","0"
"2017-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16206","A","","","0"
"2017-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16242","A","","","0"
"2018-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16533","A","","","0"
"2018-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16174","A","","","0"
"2018-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16164","A","","","0"
"2018-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16220","A","","","0"
"2018-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16549","A","","","0"
"2018-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16628","A","","","0"
"2018-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16799","A","","","0"
"2018-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16482","A","","","0"
"2018-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16537","A","","","0"
"2018-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16757","A","","","0"
"2018-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16993","A","","","0"
"2018-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","17224","A","","","0"
"2019-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16746","A","","","0"
"2019-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16931","A","","","0"
"2019-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16966","A","","","0"
"2019-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16871","A","","","0"
"2019-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","17193","A","","","0"
"2019-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18007","A","","","0"
"2019-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","17929","A","","","0"
"2019-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","17834","A","","","0"
"2019-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18472","B","","","0"
"2019-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18729","B","","","0"
"2019-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18656","B","","","0"
"2019-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18770","A","","","0"
"2020-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18796","B","","","0"
"2020-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18516","B","","","0"
"2020-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18402","B","","","0"
"2020-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","17296","B","","","0"
"2020-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","16770","B","","","0"
"2020-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","17291","B","","","0"
"2020-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","17866","B","","","0"
"2020-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18393","B","","","0"
"2020-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18441","B","","","0"
"2020-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18464","B","","","0"
"2020-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18437","B","","","0"
"2020-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18350","B","","","0"
"2021-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18886","B","","","0"
"2021-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19272","B","","","0"
"2021-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19111","B","","","0"
"2021-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19348","B","","","0"
"2021-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19320","B","","","0"
"2021-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18802","B","","","0"
"2021-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19096","B","","","0"
"2021-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","18912","B","","","0"
"2021-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19252","B","","","0"
"2021-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19168","B","","","0"
"2021-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19820","B","","","0"
"2021-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20012","B","","","0"
"2022-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19487","B","","","0"
"2022-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","19970","B","","","0"
"2022-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20203","B","","","0"
"2022-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20327","B","","","0"
"2022-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20376","A","","","0"
"2022-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20534","C","","","0"
"2022-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20096","C","","","0"
"2022-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20194","B","","","0"
"2022-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20095","B","","","0"
"2022-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20462","B","","","0"
"2022-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20014","B","","","0"
"2022-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20111","B","","","0"
"2023-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20650","B","","","0"
"2023-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20580","B","","","0"
"2023-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20736","B","","","0"
"2023-04","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20573","B","","","0"
"2023-05","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20511","B","","","0"
"2023-06","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20940","B","","","0"
"2023-07","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","21682","B","","","0"
"2023-08","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20979","B","","","0"
"2023-09","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20290","B","","","0"
"2023-10","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20285","B","","","0"
"2023-11","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20644","B","","","0"
"2023-12","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20503","B","","","0"
"2024-01","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20561","B","","","0"
"2024-02","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20943","B","","","0"
"2024-03","Nunavut","2021A000262","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79311124","15.1.1","20943","B","","","0"
"2015-01","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-02","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-03","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-04","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-05","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-06","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-07","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-08","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-09","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-10","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-11","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2015-12","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
"2016-01","Nunavut","2021A000262","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290295","15.2.1","","..","","","2"
