"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219483","A","","","0"
"2015-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219924","A","","","0"
"2015-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","223178","A","","","0"
"2015-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","223806","A","","","0"
"2015-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","225186","A","","","0"
"2015-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","223636","A","","","0"
"2015-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220431","A","","","0"
"2015-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220508","A","","","0"
"2015-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220262","A","","","0"
"2015-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219909","A","","","0"
"2016-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219730","A","","","0"
"2016-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219759","A","","","0"
"2016-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220620","A","","","0"
"2016-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222727","A","","","0"
"2016-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","221417","A","","","0"
"2016-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222531","A","","","0"
"2016-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220084","A","","","0"
"2016-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220208","A","","","0"
"2016-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222826","A","","","0"
"2016-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","221939","A","","","0"
"2016-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222420","A","","","0"
"2016-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","221890","A","","","0"
"2017-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222024","A","","","0"
"2017-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","221133","A","","","0"
"2017-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220644","A","","","0"
"2017-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219804","A","","","0"
"2017-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","218411","A","","","0"
"2017-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219171","A","","","0"
"2017-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","218641","A","","","0"
"2017-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220538","A","","","0"
"2017-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219290","A","","","0"
"2017-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219423","A","","","0"
"2017-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","218477","A","","","0"
"2017-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217636","A","","","0"
"2018-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217165","A","","","0"
"2018-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215566","A","","","0"
"2018-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","216102","A","","","0"
"2018-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215164","A","","","0"
"2018-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","214682","A","","","0"
"2018-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","214982","A","","","0"
"2018-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215071","A","","","0"
"2018-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215510","A","","","0"
"2018-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","216604","A","","","0"
"2018-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215376","A","","","0"
"2018-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215396","A","","","0"
"2018-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215327","A","","","0"
"2019-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","216095","A","","","0"
"2019-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217427","A","","","0"
"2019-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217574","A","","","0"
"2019-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217412","A","","","0"
"2019-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215572","A","","","0"
"2019-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","214933","A","","","0"
"2019-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","216578","A","","","0"
"2019-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","216595","A","","","0"
"2019-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217166","B","","","0"
"2019-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219011","B","","","0"
"2019-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215815","B","","","0"
"2019-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215766","B","","","0"
"2020-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","215498","B","","","0"
"2020-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","216696","B","","","0"
"2020-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","207684","B","","","0"
"2020-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","179856","B","","","0"
"2020-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","175892","B","","","0"
"2020-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","186336","B","","","0"
"2020-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","191125","B","","","0"
"2020-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","197542","B","","","0"
"2020-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","200733","B","","","0"
"2020-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","203420","B","","","0"
"2020-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","205780","B","","","0"
"2020-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","207413","B","","","0"
"2021-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","207953","B","","","0"
"2021-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","207151","B","","","0"
"2021-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","205823","A","","","0"
"2021-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","209649","A","","","0"
"2021-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","213564","B","","","0"
"2021-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","209997","B","","","0"
"2021-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","209500","B","","","0"
"2021-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","210048","B","","","0"
"2021-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","211040","B","","","0"
"2021-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","210138","B","","","0"
"2021-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","211971","B","","","0"
"2021-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","213029","B","","","0"
"2022-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","212802","B","","","0"
"2022-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","213816","B","","","0"
"2022-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","216647","B","","","0"
"2022-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219532","B","","","0"
"2022-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219890","B","","","0"
"2022-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220214","B","","","0"
"2022-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217234","B","","","0"
"2022-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","218428","B","","","0"
"2022-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217232","B","","","0"
"2022-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","218500","B","","","0"
"2022-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","219032","B","","","0"
"2022-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220156","B","","","0"
"2023-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","221578","B","","","0"
"2023-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222311","B","","","0"
"2023-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222343","B","","","0"
"2023-04","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","218288","B","","","0"
"2023-05","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","217597","B","","","0"
"2023-06","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","221913","B","","","0"
"2023-07","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222968","B","","","0"
"2023-08","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222732","B","","","0"
"2023-09","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","222403","B","","","0"
"2023-10","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","221094","B","","","0"
"2023-11","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220810","B","","","0"
"2023-12","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220141","B","","","0"
"2024-01","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220760","B","","","0"
"2024-02","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220962","B","","","0"
"2024-03","Newfoundland and Labrador","2021A000210","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310800","2.1.1","220811","B","","","0"
"2015-01","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-02","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-03","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-04","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-05","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-06","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-07","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-08","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-09","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-10","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-11","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2015-12","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-01","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-02","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-03","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-04","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-05","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-06","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-07","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-08","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-09","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-10","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-11","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2016-12","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-01","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-02","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-03","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-04","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-05","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-06","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-07","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-08","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-09","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-10","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-11","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2017-12","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-01","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-02","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-03","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-04","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-05","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-06","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-07","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-08","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-09","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-10","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
"2018-11","Newfoundland and Labrador","2021A000210","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290283","2.2.1","","..","","","2"
