"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-07","Quebec","2016A000224","Non-permanent residents, outflows","Persons","249","units","0","v1566834778","6.8","30264","","","","0"
"2022-10","Quebec","2016A000224","Non-permanent residents, outflows","Persons","249","units","0","v1566834778","6.8","28908","","","","0"
"2023-01","Quebec","2016A000224","Non-permanent residents, outflows","Persons","249","units","0","v1566834778","6.8","25003","","","","0"
"2023-04","Quebec","2016A000224","Non-permanent residents, outflows","Persons","249","units","0","v1566834778","6.8","16692","","","","0"
"2023-07","Quebec","2016A000224","Non-permanent residents, outflows","Persons","249","units","0","v1566834778","6.8","30787","","","","0"
"2023-10","Quebec","2016A000224","Non-permanent residents, outflows","Persons","249","units","0","v1566834778","6.8","30268","","","","0"
"2024-01","Quebec","2016A000224","Non-permanent residents, outflows","Persons","249","units","0","v1566834778","6.8","28906","","","","0"
"2015-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","19780","","","","0"
"2015-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","27698","","","","0"
"2015-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","29679","","","","0"
"2015-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","26473","","","","0"
"2016-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","31730","","","","0"
"2016-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","32250","","","","0"
"2016-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","24800","","","","0"
"2016-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","21139","","","","0"
"2017-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","25301","","","","0"
"2017-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","27280","","","","0"
"2017-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","28067","","","","0"
"2017-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","31393","","","","0"
"2018-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","35253","","","","0"
"2018-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","37798","","","","0"
"2018-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","33247","","","","0"
"2018-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","31171","","","","0"
"2019-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","31160","","","","0"
"2019-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","43530","","","","0"
"2019-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","45930","","","","0"
"2019-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","32764","","","","0"
"2020-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","32342","","","","0"
"2020-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","16069","","","","0"
"2020-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","17257","","","","0"
"2020-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","17288","","","","0"
"2021-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","35005","","","","0"
"2021-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","38358","","","","0"
"2021-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","58988","","","","0"
"2021-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","66953","","","","0"
"2022-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","50679","","","","0"
"2022-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","50804","","","","0"
"2022-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","50132","","","","0"
"2022-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","33390","","","","0"
"2023-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","60842","","","","0"
"2023-04","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","54933","","","","0"
"2023-07","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","47140","","","","0"
"2023-10","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","43919","","","","0"
"2024-01","Ontario","2016A000235","Immigrants","Persons","249","units","0","v29850372","7.1","52781","","","","0"
"2015-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","7341","","","","0"
"2015-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","4233","","","","0"
"2015-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","6731","","","","0"
"2015-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","7159","","","","0"
"2016-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","7272","","","","0"
"2016-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","3666","","","","0"
"2016-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","6698","","","","0"
"2016-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","6184","","","","0"
"2017-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","6751","","","","0"
"2017-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","2200","","","","0"
"2017-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","2435","","","","0"
"2017-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","3786","","","","0"
"2018-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","6079","","","","0"
"2018-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","1857","","","","0"
"2018-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","2256","","","","0"
"2018-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","4208","","","","0"
"2019-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","5329","","","","0"
"2019-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","1709","","","","0"
"2019-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","4205","","","","0"
"2019-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","4153","","","","0"
"2020-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","5041","","","","0"
"2020-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","1188","","","","0"
"2020-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","-327","","","","0"
"2020-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","2168","","","","0"
"2021-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","4781","","","","0"
"2021-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","3918","","","","0"
"2021-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","2352","","","","0"
"2021-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","4507","","","","0"
"2022-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","5299","","","","0"
"2022-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","1824","","","","0"
"2022-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","2390","","","","0"
"2022-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","4431","","","","0"
"2023-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","5612","","","","0"
"2023-04","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","1808","","","","0"
"2023-07","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","2466","","","","0"
"2023-10","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","4568","","","","0"
"2024-01","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834794","7.6","5783","","","","0"
"2015-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","6835","","","","0"
"2015-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","6596","","","","0"
"2015-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","10872","","","","0"
"2015-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","6832","","","","0"
"2016-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","7018","","","","0"
"2016-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","5981","","","","0"
"2016-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","19021","","","","0"
"2016-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","11413","","","","0"
"2017-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","12215","","","","0"
"2017-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9960","","","","0"
"2017-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","13726","","","","0"
"2017-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","8576","","","","0"
"2018-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","11244","","","","0"
"2018-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9513","","","","0"
"2018-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","13590","","","","0"
"2018-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9117","","","","0"
"2019-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9976","","","","0"
"2019-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","8703","","","","0"
"2019-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","14086","","","","0"
"2019-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","8428","","","","0"
"2020-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9873","","","","0"
"2020-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","3382","","","","0"
"2020-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","7731","","","","0"
"2020-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","6152","","","","0"
"2021-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","8001","","","","0"
"2021-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","7713","","","","0"
"2021-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","13695","","","","0"
"2021-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9338","","","","0"
"2022-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9839","","","","0"
"2022-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","8816","","","","0"
"2022-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","13940","","","","0"
"2022-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9351","","","","0"
"2023-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","10235","","","","0"
"2023-04","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","8928","","","","0"
"2023-07","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","14371","","","","0"
"2023-10","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","9641","","","","0"
"2024-01","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29850373","7.2","10549","","","","0"
"2015-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","2639","","","","0"
"2015-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","5517","","","","0"
"2015-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","8066","","","","0"
"2015-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","2811","","","","0"
"2016-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","2858","","","","0"
"2016-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","5309","","","","0"
"2016-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","12323","","","","0"
"2016-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","5229","","","","0"
"2017-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","5464","","","","0"
"2017-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","7760","","","","0"
"2017-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","11291","","","","0"
"2017-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4790","","","","0"
"2018-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","5165","","","","0"
"2018-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","7656","","","","0"
"2018-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","11334","","","","0"
"2018-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4909","","","","0"
"2019-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4647","","","","0"
"2019-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","6994","","","","0"
"2019-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","9881","","","","0"
"2019-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4275","","","","0"
"2020-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4832","","","","0"
"2020-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","2194","","","","0"
"2020-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","8058","","","","0"
"2020-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","3984","","","","0"
"2021-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","3220","","","","0"
"2021-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","3795","","","","0"
"2021-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","11343","","","","0"
"2021-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4831","","","","0"
"2022-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4540","","","","0"
"2022-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","6992","","","","0"
"2022-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","11550","","","","0"
"2022-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4920","","","","0"
"2023-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4623","","","","0"
"2023-04","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","7120","","","","0"
"2023-07","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","11905","","","","0"
"2023-10","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","5073","","","","0"
"2024-01","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29850374","7.3","4766","","","","0"
"2015-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","3145","","","","0"
"2015-04","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","3154","","","","0"
"2015-07","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","3925","","","","0"
"2015-10","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","3138","","","","0"
"2016-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","3112","","","","0"
"2016-04","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","2994","","","","0"
"2016-07","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2016-10","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2017-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2017-04","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2017-07","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2017-10","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2018-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2018-04","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2018-07","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2018-10","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2019-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2019-04","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2019-07","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2019-10","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2020-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2020-04","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2020-07","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2020-10","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2021-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2021-04","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2021-07","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2021-10","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2022-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2022-04","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2022-07","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2022-10","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2023-01","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29850375","7.4","","..","","","0"
"2015-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-569","","","","0"
"2015-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","9882","","","","0"
"2015-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","14504","","","","0"
"2015-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-12144","","","","0"
"2016-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","11582","","","","0"
"2016-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","15968","","","","0"
"2016-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","29196","","","","0"
"2016-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-37","","","","0"
"2017-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","9956","","","","0"
"2017-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","24597","","","","0"
"2017-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","36892","","","","0"
"2017-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-1213","","","","0"
"2018-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","13999","","","","0"
"2018-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","26872","","","","0"
"2018-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","35460","","","","0"
"2018-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-1544","","","","0"
"2019-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","10330","","","","0"
"2019-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","27010","","","","0"
"2019-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","32165","","","","0"
"2019-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","13438","","","","0"
"2020-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","1621","","","","0"
"2020-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-11704","","","","0"
"2020-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-33458","","","","0"
"2020-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-3501","","","","0"
"2021-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","7704","","","","0"
"2021-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","3180","","","","0"
"2021-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","36129","","","","0"
"2021-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","-5028","","","","0"
"2022-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","9930","","","","0"
"2022-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","59793","","","","0"
"2022-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","93124","","","","0"
"2022-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","69960","","","","0"
"2023-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","35926","","","","0"
"2023-04","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","106352","","","","0"
"2023-07","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","146744","","","","0"
"2023-10","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","71129","","","","0"
"2024-01","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29850376","7.5","45724","","","","0"
"2015-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2015-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2015-07","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2015-10","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2016-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2016-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2016-07","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2016-10","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2017-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2017-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2017-07","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2017-10","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2018-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2018-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2018-07","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2018-10","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2019-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2019-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2019-07","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2019-10","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2020-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2020-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2020-07","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2020-10","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2021-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2021-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","","..","","","0"
"2021-07","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","109610","","","","0"
"2021-10","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","67306","","","","0"
"2022-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","55902","","","","0"
"2022-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","93575","","","","0"
"2022-07","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","148263","","","","0"
"2022-10","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","120129","","","","0"
"2023-01","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","88278","","","","0"
"2023-04","Ontario","2016A000235","Non-permanent residents, inflows","Persons","249","units","0","v1566834764","7.7","147253","","","","0"
